    0.1934359840980797E+00     0.3410141682831789E-01
    0.3864035962176720E+00     0.6815906393421746E-01
    0.5789049258779793E+00     0.1021731248331838E+00
    0.7709420821952155E+00     0.1361437877515384E+00
    0.9625171927592390E+00     0.1700712454434082E+00
    0.1153632402525583E+01     0.2039556950092983E+00
    0.1344289872724137E+01     0.2377973377165084E+00
    0.1534491779785601E+01     0.2715963788216129E+00
    0.1724240314286730E+01     0.3053530273952063E+00
    0.1913537679915261E+01     0.3390674961490955E+00
    0.2102386092455314E+01     0.3727400012661036E+00
    0.2290787778793951E+01     0.4063707622326327E+00
    0.2478744975949486E+01     0.4399600016741145E+00
    0.2666259930122030E+01     0.4735079451934652E+00
    0.2853334895766696E+01     0.5070148212126429E+00
    0.3039972134689761E+01     0.5404808608173928E+00
    0.3226173915168063E+01     0.5739062976052527E+00
    0.3411942511091774E+01     0.6072913675368765E+00
    0.3597280201130678E+01     0.6406363087907238E+00
    0.3782189267923981E+01     0.6739413616211498E+00
    0.3966671997293645E+01     0.7072067682199233E+00
    0.4150730677481170E+01     0.7404327725811848E+00
    0.4334367598407705E+01     0.7736196203698535E+00
    0.4517585050957318E+01     0.8067675587934813E+00
    0.4700385326283225E+01     0.8398768364775415E+00
    0.4882770715136729E+01     0.8729477033441387E+00
    0.5064743507218582E+01     0.9059804104941134E+00
    0.5246305990552475E+01     0.9389752100925141E+00
    0.5427460450880309E+01     0.9719323552574012E+00
    0.5608209171078883E+01     0.1004852099951943E+01
    0.5788554430597628E+01     0.1037734698879763E+01
    0.5968498504916981E+01     0.1070580407383480E+01
    0.6148043665026972E+01     0.1103389481346410E+01
    0.6327192176925617E+01     0.1136162177097351E+01
    0.6505946301136656E+01     0.1168898751318415E+01
    0.6684308292246189E+01     0.1201599460955833E+01
    0.6862280398457766E+01     0.1234264563133683E+01
    0.7039864861165458E+01     0.1266894315070467E+01
    0.7217063914544434E+01     0.1299488973998488E+01
    0.7393879785158607E+01     0.1332048797085942E+01
    0.7570314691584834E+01     0.1364574041361679E+01
    0.7746370844053254E+01     0.1397064963642554E+01
    0.7922050444103248E+01     0.1429521820463306E+01
    0.8097355684254596E+01     0.1461944868008895E+01
    0.8272288747693347E+01     0.1494334362049232E+01
    0.8446851807971955E+01     0.1526690557876242E+01
    0.8621047028723233E+01     0.1559013710243174E+01
    0.8794876563387675E+01     0.1591304073306119E+01
    0.8968342554953711E+01     0.1623561900567648E+01
    0.9141447135710466E+01     0.1655787444822516E+01
    0.9314192427012598E+01     0.1687980958105366E+01
    0.9486580539056794E+01     0.1720142691640378E+01
    0.9658613570669539E+01     0.1752272895792779E+01
    0.9830293609105727E+01     0.1784371820022182E+01
    0.1000162272985775E+02     0.1816439712837674E+01
    0.1017260299647468E+02     0.1848476821754597E+01
    0.1034323646039116E+02     0.1880483393252977E+01
    0.1051352516076567E+02     0.1912459672737528E+01
    0.1068347112432777E+02     0.1944405904499185E+01
    0.1085307636523401E+02     0.1976322331678115E+01
    0.1102234288493222E+02     0.2008209196228149E+01
    0.1119127267203370E+02     0.2040066738882576E+01
    0.1135986770219319E+02     0.2071895199121273E+01
    0.1152812993799620E+02     0.2103694815139092E+01
    0.1169606132885336E+02     0.2135465823815482E+01
    0.1186366381090170E+02     0.2167208460685288E+01
    0.1203093930691229E+02     0.2198922959910680E+01
    0.1219788972620426E+02     0.2230609554254182E+01
    0.1236451696456477E+02     0.2262268475052739E+01
    0.1253082290417467E+02     0.2293899952192807E+01
    0.1269680941353971E+02     0.2325504214086397E+01
    0.1286247834742700E+02     0.2357081487648062E+01
    0.1302783154680648E+02     0.2388631998272773E+01
    0.1319287083879722E+02     0.2420155969814650E+01
    0.1335759803661831E+02     0.2451653624566526E+01
    0.1352201493954417E+02     0.2483125183240290E+01
    0.1368612333286402E+02     0.2514570864948000E+01
    0.1384992498784542E+02     0.2545990887183712E+01
    0.1401342166170156E+02     0.2577385465806010E+01
    0.1417661509756231E+02     0.2608754815021209E+01
    0.1433950702444866E+02     0.2640099147367192E+01
    0.1450209915725055E+02     0.2671418673697858E+01
    0.1466439319670785E+02     0.2702713603168164E+01
    0.1482639082939435E+02     0.2733984143219728E+01
    0.1498809372770467E+02     0.2765230499566967E+01
    0.1514950354984386E+02     0.2796452876183751E+01
    0.1531062193981966E+02     0.2827651475290555E+01
    0.1547145052743722E+02     0.2858826497342077E+01
    0.1563199092829621E+02     0.2889978141015318E+01
    0.1579224474379014E+02     0.2921106603198079E+01
    0.1595221356110787E+02     0.2952212078977891E+01
    0.1611189895323716E+02     0.2983294761631322E+01
    0.1627130247897007E+02     0.3014354842613683E+01
    0.1643042568291035E+02     0.3045392511549077E+01
