    0.1263239840372062E+00     0.2227003861330323E-01
    0.2523464389233956E+00     0.4448691973725587E-01
    0.3780687969986178E+00     0.6665089588343326E-01
    0.5034925092089586E+00     0.8876222284352535E-01
    0.6286190441825942E+00     0.1108211595264515E+00
    0.7534498873155087E+00     0.1328279677971787E+00
    0.8779865398683431E+00     0.1547829123175026E+00
    0.1002230518075717E+01     0.1766862603890270E+00
    0.1126183352269231E+01     0.1985382817985552E+00
    0.1249846586015251E+01     0.2203392486660875E+00
    0.1373221775268436E+01     0.2420894352955940E+00
    0.1496310487541880E+01     0.2637891180287162E+00
    0.1619114301094617E+01     0.2854385751015301E+00
    0.1741634804137137E+01     0.3070380865044845E+00
    0.1863873594055477E+01     0.3285879338456125E+00
    0.1985832276654332E+01     0.3500884002170986E+00
    0.2107512465419575E+01     0.3715397700652651E+00
    0.2228915780800470E+01     0.3929423290640318E+00
    0.2350043849511801E+01     0.4142963639918859E+00
    0.2470898303856054E+01     0.4356021626123877E+00
    0.2591480781065748E+01     0.4568600135582280E+00
    0.2711792922665922E+01     0.4780702062188390E+00
    0.2831836373856747E+01     0.4992330306315528E+00
    0.2951612782916175E+01     0.5203487773762931E+00
    0.3071123800622495E+01     0.5414177374737756E+00
    0.3190371079696618E+01     0.5624402022871866E+00
    0.3309356274263872E+01     0.5834164634273016E+00
    0.3428081039335072E+01     0.6043468126610009E+00
    0.3546547030306570E+01     0.6252315418231325E+00
    0.3664755902478990E+01     0.6460709427316682E+00
    0.3782709310594314E+01     0.6668653071060954E+00
    0.3900408908390972E+01     0.6876149264889817E+00
    0.4017856348176557E+01     0.7083200921706485E+00
    0.4135053280417795E+01     0.7289810951168850E+00
    0.4252001353347364E+01     0.7495982258996334E+00
    0.4368702212587157E+01     0.7701717746305727E+00
    0.4485157500787576E+01     0.7907020308975287E+00
    0.4601368857282433E+01     0.8111892837036353E+00
    0.4717337917759031E+01     0.8316338214091724E+00
    0.4833066313942997E+01     0.8520359316760042E+00
    0.4948555673297442E+01     0.8723959014145426E+00
    0.5063807618736003E+01     0.8927140167331594E+00
    0.5178823768349357E+01     0.9129905628899719E+00
    0.5293605735144764E+01     0.9332258242469263E+00
    0.5408155126798223E+01     0.9534200842261049E+00
    0.5522473545418824E+01     0.9735736252681820E+00
    0.5636562587324868E+01     0.9936867287929573E+00
    0.5750423842831373E+01     0.1013759675161892E+01
    0.5864058896048531E+01     0.1033792743642582E+01
    0.5977469324690746E+01     0.1053786212375087E+01
    0.6090656699895856E+01     0.1073740358340067E+01
    0.6203622586054152E+01     0.1093655457328635E+01
    0.6316368540646836E+01     0.1113531783913881E+01
    0.6428896114093540E+01     0.1133369611423986E+01
    0.6541206849608561E+01     0.1153169211916885E+01
    0.6653302283065456E+01     0.1172930856156389E+01
    0.6765183942869665E+01     0.1192654813589732E+01
    0.6876853349838827E+01     0.1212341352326473E+01
    0.6988312017090485E+01     0.1231990739118696E+01
    0.7099561449936838E+01     0.1251603239342459E+01
    0.7210603145786263E+01     0.1271179116980431E+01
    0.7321438594051311E+01     0.1290718634605670E+01
    0.7432069276062873E+01     0.1310222053366496E+01
    0.7542496664990263E+01     0.1329689632972400E+01
    0.7652722225766931E+01     0.1349121631680946E+01
    0.7762747415021564E+01     0.1368518306285627E+01
    0.7872573681014305E+01     0.1387879912104621E+01
    0.7982202463577861E+01     0.1407206702970406E+01
    0.8091635194063269E+01     0.1426498931220201E+01
    0.8200873295290064E+01     0.1445756847687181E+01
    0.8309918181500672E+01     0.1464980701692437E+01
    0.8418771258318781E+01     0.1484170741037635E+01
    0.8527433922711506E+01     0.1503327211998348E+01
    0.8635907562955131E+01     0.1522450359318018E+01
    0.8744193558604268E+01     0.1541540426202514E+01
    0.8852293280464213E+01     0.1560597654315263E+01
    0.8960208090566351E+01     0.1579622283772913E+01
    0.9067939342146415E+01     0.1598614553141498E+01
    0.9175488379625463E+01     0.1617574699433088E+01
    0.9282856538593382E+01     0.1636502958102880E+01
    0.9390045145794796E+01     0.1655399563046709E+01
    0.9497055519117202E+01     0.1674264746598964E+01
    0.9603888967581220E+01     0.1693098739530863E+01
    0.9710546791332797E+01     0.1711901771049081E+01
    0.9817030281637251E+01     0.1730674068794702E+01
    0.9923340720875014E+01     0.1749415858842464E+01
    0.1002947938253897E+02     0.1768127365700295E+01
    0.1013544753123325E+02     0.1786808812309093E+01
    0.1024124642267337E+02     0.1805460420042762E+01
