    0.1388888888888815E+00     0.1388888435007088E+00     0.1964185824238839E+00
    0.2774191734909586E+00     0.2774731795529326E+00     0.3913883233300338E+00
    0.4155924605032626E+00     0.4157543570034702E+00     0.5849136540452375E+00
    0.5534103699747808E+00     0.5537337397992709E+00     0.7769990103332778E+00
    0.6908745344910769E+00     0.6914127061931308E+00     0.9676488308980349E+00
    0.8279865983706102E+00     0.8287926479595358E+00     0.1156867555922792E+01
    0.9647482168736364E+00     0.9658749696215631E+00     0.1344659625646748E+01
    0.1101161055424492E+01     0.1102661087689671E+01     0.1531029478979575E+01
    0.1237226788847970E+01     0.1239152429913120E+01     0.1715981552154712E+01
    0.1372947100620424E+01     0.1375350434544688E+01     0.1899520277421940E+01
    0.1508323682136144E+01     0.1511256549619272E+01     0.2081650081779642E+01
    0.1643358231989491E+01     0.1646872232246879E+01     0.2262375385747027E+01
    0.1778052455273192E+01     0.1782198947920469E+01     0.2441700602176495E+01
    0.1912408062893133E+01     0.1917238169839008E+01     0.2619630135106163E+01
    0.2046426770899938E+01     0.2051991378246055E+01     0.2796168378652527E+01
    0.2180110299837527E+01     0.2186460059784139E+01     0.2971319715943095E+01
    0.2313460374108840E+01     0.2320645706865127E+01     0.3145088518088761E+01
    0.2446478721358816E+01     0.2454549817056723E+01     0.3317479143195597E+01
    0.2579167071874697E+01     0.2588173892485204E+01     0.3488495935415683E+01
    0.2711527158003658E+01     0.2721519439254444E+01     0.3658143224036505E+01
    0.2843560713587749E+01     0.2854587966881233E+01     0.3826425322608419E+01
    0.2975269473416075E+01     0.2987380987746870E+01     0.3993346528109599E+01
    0.3106655172694107E+01     0.3119900016564960E+01     0.4158911120147861E+01
    0.3237719546529997E+01     0.3252146569865320E+01     0.4323123360198696E+01
    0.3368464329437732E+01     0.3384122165493872E+01     0.4485987490878825E+01
    0.3498891254856926E+01     0.3515828322128354E+01     0.4647507735254537E+01
    0.3629002054689045E+01     0.3647266558809688E+01     0.4807688296184068E+01
    0.3758798458849826E+01     0.3778438394488790E+01     0.4966533355693232E+01
    0.3888282194837627E+01     0.3909345347588603E+01     0.5124047074383521E+01
    0.4017454987317445E+01     0.4039988935581122E+01     0.5280233590871848E+01
    0.4146318557720302E+01     0.4170370674579138E+01     0.5435097021261135E+01
    0.4274874623857716E+01     0.4300492078942456E+01     0.5588641458640885E+01
    0.4403124899550922E+01     0.4430354660898280E+01     0.5740870972616941E+01
    0.4531071094274541E+01     0.4559959930175493E+01     0.5891789608869561E+01
    0.4658714912814360E+01     0.4689309393652533E+01     0.6041401388739004E+01
    0.4786058054938890E+01     0.4818404555018536E+01     0.6189710308837769E+01
    0.4913102215084361E+01     0.4947246914447464E+01     0.6336720340688677E+01
    0.5039849082052816E+01     0.5075837968284880E+01     0.6482435430387969E+01
    0.5166300338722950E+01     0.5204179208747058E+01     0.6626859498292604E+01
    0.5292457661773356E+01     0.5332272123632107E+01     0.6769996438730955E+01
    0.5418322721417832E+01     0.5460118196042782E+01     0.6911850119736116E+01
    0.5543897181152396E+01     0.5587718904120665E+01     0.7052424382801046E+01
    0.5669182697513671E+01     0.5715075720791384E+01     0.7191723042654759E+01
    0.5794180919848293E+01     0.5842190113520560E+01     0.7329749887058844E+01
    0.5918893490093017E+01     0.5969063544080159E+01     0.7466508676623548E+01
    0.6043322042565160E+01     0.6095697468324928E+01     0.7602003144642727E+01
    0.6167468203763087E+01     0.6222093335978608E+01     0.7736236996946936E+01
    0.6291333592176371E+01     0.6348252590429617E+01     0.7869213911773997E+01
    0.6414919818105343E+01     0.6474176668535892E+01     0.8000937539656348E+01
    0.6538228483489696E+01     0.6599867000438595E+01     0.8131411503324548E+01
